age,sex,education,race,hispanic,enrolled,full_time,school_level,labor_status,weight,usual_hours,female,race_group,employed,college_enrolled
24,1,39,1,0,0,-1,NA,1,8198760,45,0,White,1,0
18,2,39,1,0,1,1,College,7,9428331,NA,1,White,0,1
20,2,36,1,0,0,-1,NA,7,7074298,NA,1,White,0,0
23,1,39,1,0,0,-1,NA,4,76475461,NA,0,White,0,0
24,1,43,1,0,0,-1,NA,1,22630642,25,0,White,1,0
24,1,43,4,0,0,-1,NA,1,30501210,40,0,Asian,1,0
22,2,34,1,1,0,-1,NA,1,40963681,20,1,White,1,0
18,2,40,1,0,1,1,College,7,49156118,NA,1,White,0,1
23,2,41,18,1,1,1,College,7,55669610,NA,1,Other,0,1
19,2,40,18,1,1,2,College,7,45768449,NA,1,Other,0,1
19,2,40,18,1,1,1,College,7,45768449,NA,1,Other,0,1
19,2,40,18,1,1,1,College,7,45768449,NA,1,Other,0,1
20,2,40,1,0,0,-1,NA,1,51566417,40,1,White,1,0
21,1,40,1,1,0,-1,NA,1,42900688,40,0,White,1,0
19,2,40,1,1,1,1,College,7,58303964,NA,1,White,0,1
20,2,39,1,1,0,-1,NA,2,47303695,40,1,White,1,0
18,1,37,1,1,1,1,High school,7,57014383,NA,0,White,0,0
18,1,39,2,0,1,1,College,7,48626306,NA,0,Black,0,1
22,1,40,1,0,0,-1,NA,1,53804263,30,0,White,1,0
18,2,39,4,0,1,1,College,1,42808448,2,1,Asian,1,1
19,2,40,1,0,1,1,College,7,44229680,NA,1,White,0,1
19,1,39,2,1,1,1,College,1,72693370,8,0,Black,1,1
23,1,43,1,0,0,-1,NA,1,48338519,50,0,White,1,0
24,1,43,1,0,1,1,College,1,62842527,20,0,White,1,1
23,2,43,1,1,1,1,College,7,54948882,NA,1,White,0,1
24,2,37,1,0,1,2,High school,4,47253007,NA,1,White,0,0
20,2,40,4,0,1,1,College,7,49519908,NA,1,Asian,0,1
24,2,39,1,0,1,2,College,1,52182650,38,1,White,1,1
20,1,42,1,0,1,1,College,1,40054114,45,0,White,1,1
23,1,40,1,0,0,-1,NA,1,40054114,40,0,White,1,0
18,2,37,1,0,1,1,High school,1,47978402,NA,1,White,1,0
18,2,38,1,0,1,1,High school,1,9505131,15,1,White,1,0
24,2,39,1,1,0,-1,NA,1,4045007,35,1,White,1,0
18,1,38,1,0,1,1,High school,7,55799744,NA,0,White,0,0
19,2,40,1,0,1,1,College,4,65497215,NA,1,White,0,1
23,2,42,1,1,1,1,College,1,73433555,15,1,White,1,1
22,1,42,1,1,0,-1,NA,1,46124607,40,0,White,1,0
20,1,39,1,0,1,2,College,1,55105965,40,0,White,1,1
23,2,39,1,0,0,-1,NA,6,54739239,NA,1,White,0,0
19,2,39,1,0,1,2,College,1,57786468,20,1,White,1,1
23,2,40,1,0,1,1,College,1,70618277,30,1,White,1,1
19,2,39,1,0,1,2,College,4,67040149,NA,1,White,0,1
19,1,40,1,0,1,1,College,1,46774011,30,0,White,1,1
20,2,40,4,0,1,1,College,7,9388455,NA,1,Asian,0,1
18,2,40,4,0,1,1,College,7,7493370,NA,1,Asian,0,1
21,1,39,17,1,0,-1,NA,1,12757856,40,0,Other,1,0
21,1,40,1,0,0,-1,NA,1,10793390,40,0,White,1,0
20,1,40,15,0,1,1,College,7,12045899,NA,0,Other,0,1
24,1,39,1,0,0,-1,NA,1,10904292,50,0,White,1,0
24,2,43,1,0,1,2,College,1,13507433,40,1,White,1,1
23,2,39,2,0,0,-1,NA,1,8393309,19,1,Black,1,0
21,2,39,1,1,0,-1,NA,1,10319947,25,1,White,1,0
19,2,39,1,0,0,-1,NA,1,11299661,28,1,White,1,0
23,1,39,1,0,0,-1,NA,4,9719514,NA,0,White,0,0
21,2,39,8,1,0,-1,NA,1,14740151,20,1,Other,1,0
19,2,39,8,1,0,-1,NA,1,12170103,20,1,Other,1,0
19,1,39,1,1,1,1,High school,7,36370999,NA,0,White,0,0
23,2,40,4,0,1,1,College,7,40140109,NA,1,Asian,0,1
21,1,39,1,0,0,-1,NA,1,41572467,40,0,White,1,0
24,1,39,1,0,0,-1,NA,1,41572467,46,0,White,1,0
24,2,39,1,0,0,-1,NA,1,50635833,44,1,White,1,0
20,2,40,1,0,1,1,College,7,47772850,NA,1,White,0,1
22,2,43,1,0,0,-1,NA,1,38529457,40,1,White,1,0
23,1,43,1,0,0,-1,NA,4,22898235,NA,0,White,0,0
19,1,39,1,0,0,-1,NA,4,15648189,NA,0,White,0,0
21,1,37,1,0,0,-1,NA,4,18872585,NA,0,White,0,0
22,2,39,2,0,0,-1,NA,1,26470698,40,1,Black,1,0
18,1,39,1,1,1,1,College,4,19080478,NA,0,White,0,1
18,1,37,1,0,1,1,High school,7,22667814,NA,0,White,0,0
20,2,40,1,0,1,1,College,7,23667097,NA,1,White,0,1
18,1,40,1,0,1,1,College,7,49704859,NA,0,White,0,1
20,1,36,1,0,1,1,High school,6,56936655,NA,0,White,0,0
19,2,40,1,0,1,1,College,1,43786235,32,1,White,1,1
21,2,39,2,0,1,1,College,1,27486335,15,1,Black,1,1
21,2,40,1,0,1,1,College,7,17723743,NA,1,White,0,1
20,2,40,2,0,0,-1,NA,1,16321068,24,1,Black,1,0
18,2,37,1,1,1,1,High school,7,87900427,NA,1,White,0,0
21,1,39,1,1,0,-1,NA,1,42314477,48,0,White,1,0
22,1,39,2,0,0,-1,NA,1,91943990,40,0,Black,1,0
23,1,43,1,0,0,-1,NA,1,39167859,38,0,White,1,0
23,2,43,1,0,0,-1,NA,1,36688775,40,1,White,1,0
18,1,39,2,0,1,1,College,7,31919180,NA,0,Black,0,1
21,2,39,1,0,0,-1,NA,1,78685653,40,1,White,1,0
23,1,39,1,0,0,-1,NA,1,59408857,45,0,White,1,0
24,2,39,1,0,0,-1,NA,1,78685653,45,1,White,1,0
23,2,40,1,0,1,2,College,4,52899531,NA,1,White,0,1
20,1,39,9,0,1,1,College,7,68452604,NA,0,Other,0,1
22,1,42,1,0,0,-1,NA,1,55209702,20,0,White,1,0
23,1,43,1,0,0,-1,NA,1,47298656,40,0,White,1,0
22,2,40,1,0,1,1,College,1,61480814,32,1,White,1,1
18,2,37,2,0,1,1,High school,7,17912539,NA,1,Black,0,0
19,1,38,1,0,0,-1,NA,6,15440222,NA,0,White,0,0
21,1,40,1,0,0,-1,NA,1,19752105,40,0,White,1,0
21,2,35,1,1,0,-1,NA,7,14650482,NA,1,White,0,0
24,1,39,1,0,0,-1,NA,1,20118086,50,0,White,1,0
19,1,39,1,0,0,-1,NA,4,64266683,NA,0,White,0,0
18,2,37,7,0,1,2,High school,1,44190520,20,1,Other,1,0
20,1,41,1,0,0,-1,NA,1,37242645,40,0,White,1,0
21,2,39,1,1,0,-1,NA,1,24539396,35,1,White,1,0
24,1,43,1,0,0,-1,NA,1,14662409,40,0,White,1,0
20,2,40,1,0,1,1,College,7,70964420,NA,1,White,0,1
24,1,39,1,0,0,-1,NA,1,65985207,40,0,White,1,0
23,2,43,1,0,0,-1,NA,1,59483799,40,1,White,1,0
19,2,40,1,1,1,1,College,7,58819017,NA,1,White,0,1
20,1,39,1,1,0,-1,NA,1,51955602,40,0,White,1,0
24,1,44,1,0,0,-1,NA,1,67598025,35,0,White,1,0
20,2,39,1,0,1,1,High school,7,60937709,NA,1,White,0,0
23,2,39,1,0,0,-1,NA,4,64879532,NA,1,White,0,0
23,2,40,1,1,1,2,College,1,38658724,40,1,White,1,1
24,1,40,1,0,0,-1,NA,1,40667859,35,0,White,1,0
23,1,39,2,0,0,-1,NA,4,108315784,NA,0,Black,0,0
24,1,43,1,0,0,-1,NA,1,58688303,40,0,White,1,0
18,2,37,2,0,1,1,High school,1,43880290,10,1,Black,1,0
20,2,39,1,0,0,-1,NA,4,47701808,NA,1,White,0,0
22,1,39,1,0,0,-1,NA,1,48636046,16,0,White,1,0
24,2,33,1,1,0,-1,NA,7,40335347,NA,1,White,0,0
23,1,39,1,0,0,-1,NA,6,43709859,NA,0,White,0,0
21,2,39,1,0,0,-1,NA,7,40037869,NA,1,White,0,0
22,1,39,1,0,1,1,College,1,38239986,40,0,White,1,1
22,1,40,4,0,1,1,College,7,24201179,NA,0,Asian,0,1
19,1,39,8,0,1,1,College,7,58036244,NA,0,Other,0,1
20,1,39,1,0,1,1,College,7,63982835,NA,0,White,0,1
21,2,40,1,0,1,1,College,1,57759674,3,1,White,1,1
21,2,41,1,0,1,1,College,7,32073803,NA,1,White,0,1
21,2,40,1,0,1,1,College,1,5784818,45,1,White,1,1
20,2,40,1,0,1,1,College,7,5784818,NA,1,White,0,1
23,2,40,1,1,0,-1,NA,1,31226327,40,1,White,1,0
20,2,40,1,0,0,-1,NA,1,38317217,40,1,White,1,0
22,2,42,1,0,0,-1,NA,1,41095472,24,1,White,1,0
19,1,41,1,0,0,-1,NA,1,29385383,24,0,White,1,0
24,2,44,1,1,0,-1,NA,1,59121407,6,1,White,1,0
23,2,43,1,1,0,-1,NA,1,59121407,45,1,White,1,0
20,1,39,1,1,1,1,College,1,53384231,8,0,White,1,1
24,2,39,1,1,0,-1,NA,7,51484904,NA,1,White,0,0
21,1,40,1,1,1,1,College,1,42949173,20,0,White,1,1
19,1,39,1,0,1,2,College,1,20276096,30,0,White,1,1
23,1,39,1,0,0,-1,NA,1,24454098,40,0,White,1,0
24,2,39,2,0,0,-1,NA,4,18829351,NA,1,Black,0,0
24,1,43,1,0,0,-1,NA,1,4792304,44,0,White,1,0
23,2,43,1,0,0,-1,NA,1,5503283,40,1,White,1,0
24,2,39,17,1,0,-1,NA,1,73979687,40,1,Other,1,0
24,1,43,1,0,0,-1,NA,1,58274613,40,0,White,1,0
21,2,41,1,0,1,1,College,1,56608266,10,1,White,1,1
19,2,39,1,1,0,-1,NA,1,47560162,40,1,White,1,0
23,1,43,1,0,0,-1,NA,1,66018388,50,0,White,1,0
22,2,43,1,0,0,-1,NA,1,62011022,24,1,White,1,0
24,2,39,1,1,0,-1,NA,1,40650068,28,1,White,1,0
24,1,39,1,1,0,-1,NA,1,32987812,40,0,White,1,0
19,2,39,1,1,1,1,High school,1,34862052,16,1,White,1,0
18,1,38,1,1,1,1,High school,1,38475012,20,0,White,1,0
20,1,39,1,1,0,-1,NA,1,18883058,NA,0,White,1,0
22,2,39,1,1,0,-1,NA,7,28966422,NA,1,White,0,0
20,1,42,1,0,1,1,College,1,24027041,7,0,White,1,1
19,2,40,1,0,1,1,College,1,9132246,20,1,White,1,1
24,1,39,10,0,0,-1,NA,3,6175262,NA,0,Other,0,0
24,2,43,5,0,0,-1,NA,7,14961813,NA,1,Other,0,0
24,1,39,1,0,0,-1,NA,1,11385220,40,0,White,1,0
18,1,38,1,0,1,1,High school,7,10530954,NA,0,White,0,0
21,1,39,6,1,0,-1,NA,7,59491367,NA,0,Other,0,0
18,1,39,2,0,0,-1,NA,7,21959680,NA,0,Black,0,0
18,1,39,1,0,1,1,College,2,43393568,8,0,White,1,1
22,2,39,2,0,0,-1,NA,4,22579305,NA,1,Black,0,0
22,1,39,1,0,1,1,College,1,41659004,20,0,White,1,1
21,1,39,4,0,1,1,College,7,29457306,NA,0,Asian,0,1
21,1,39,4,0,1,1,College,7,29457306,NA,0,Asian,0,1
21,1,39,4,0,1,1,College,7,29457306,NA,0,Asian,0,1
21,1,39,1,0,1,1,College,7,41659004,NA,0,White,0,1
22,2,35,1,0,1,2,High school,1,15048570,40,1,White,1,0
20,1,35,1,0,1,2,High school,1,17044321,20,0,White,1,0
19,2,36,1,1,1,1,High school,7,48627020,NA,1,White,0,0
24,1,40,1,1,0,-1,NA,1,28881227,40,0,White,1,0
18,1,39,1,1,0,-1,NA,1,36324977,40,0,White,1,0
24,1,33,1,1,0,-1,NA,1,24704049,45,0,White,1,0
20,1,40,1,0,1,1,College,7,7814945,NA,0,White,0,1
23,2,43,1,0,0,-1,NA,1,8102068,45,1,White,1,0
21,1,39,1,0,0,-1,NA,3,10589520,NA,0,White,0,0
22,1,40,1,0,1,1,College,7,7523509,NA,0,White,0,1
19,1,39,1,0,0,-1,NA,1,7159975,40,0,White,1,0
21,2,40,3,0,1,1,College,1,11801986,40,1,Other,1,1
24,2,39,1,0,0,-1,NA,1,4912901,50,1,White,1,0
19,2,39,1,0,0,-1,NA,1,5828442,40,1,White,1,0
20,1,39,1,0,0,-1,NA,1,6473281,22,0,White,1,0
24,1,40,1,0,0,-1,NA,1,6905510,4,0,White,1,0
22,1,40,3,0,1,1,College,7,7323288,NA,0,Other,0,1
21,1,39,3,0,0,-1,NA,1,7810447,40,0,Other,1,0
21,2,39,3,0,0,-1,NA,4,9938614,NA,1,Other,0,0
19,2,39,3,0,0,-1,NA,7,6213772,NA,1,Other,0,0
22,1,43,1,1,0,-1,NA,6,53012963,NA,0,White,0,0
23,2,40,1,0,1,1,College,7,46841062,NA,1,White,0,1
23,1,40,1,0,1,1,College,7,45193083,NA,0,White,0,1
22,2,40,4,0,1,1,College,1,34462347,20,1,Asian,1,1
21,1,40,4,0,1,1,College,1,35082248,20,0,Asian,1,1
18,2,40,4,0,1,1,College,1,33171971,24,1,Asian,1,1
18,2,40,4,0,1,1,College,1,33171971,24,1,Asian,1,1
21,2,39,1,0,0,-1,NA,1,59091857,25,1,White,1,0
24,1,40,1,1,0,-1,NA,1,71595433,46,0,White,1,0
23,2,40,1,1,0,-1,NA,7,58779255,NA,1,White,0,0
23,2,43,1,0,0,-1,NA,1,61259493,36,1,White,1,0
19,1,39,1,1,0,-1,NA,1,68216759,20,0,White,1,0
23,1,41,1,0,0,-1,NA,1,47758660,24,0,White,1,0
19,2,39,1,1,1,1,College,7,37251283,NA,1,White,0,1
21,1,40,1,0,1,1,College,1,46558623,15,0,White,1,1
19,1,39,7,0,0,-1,NA,1,20845154,40,0,Other,1,0
23,2,40,2,0,1,1,College,1,44911766,40,1,Black,1,1
18,1,37,2,0,1,1,High school,7,31396608,NA,0,Black,0,0
23,1,39,1,0,0,-1,NA,1,23839992,40,0,White,1,0
24,1,39,1,0,0,-1,NA,1,21262013,40,0,White,1,0
18,2,39,1,0,0,-1,NA,1,17620503,30,1,White,1,0
21,1,39,1,0,0,-1,NA,1,21723969,40,0,White,1,0
21,2,42,1,0,1,1,College,7,14199062,NA,1,White,0,1
19,2,40,1,0,1,1,College,1,16199041,4,1,White,1,1
19,2,40,1,0,1,1,College,1,16199041,4,1,White,1,1
24,2,43,1,0,0,-1,NA,7,18803402,NA,1,White,0,0
18,1,38,1,1,0,-1,NA,1,46787398,NA,0,White,1,0
24,1,34,1,0,0,-1,NA,1,49055016,45,0,White,1,0
24,2,34,1,0,0,-1,NA,7,59797330,NA,1,White,0,0
21,2,39,1,0,0,-1,NA,1,59797330,12,1,White,1,0
22,1,40,4,0,1,1,College,7,37924146,NA,0,Asian,0,1
24,1,43,4,0,0,-1,NA,1,37924146,40,0,Asian,1,0
21,2,39,18,1,0,-1,NA,1,55669610,38,1,Other,1,0
24,1,43,4,0,0,-1,NA,1,30501210,20,0,Asian,1,0
18,1,39,8,1,0,-1,NA,4,58107125,NA,0,Other,0,0
23,1,40,1,1,0,-1,NA,1,36578680,40,0,White,1,0
20,1,40,1,1,0,-1,NA,1,36578680,40,0,White,1,0
23,1,39,1,0,0,-1,NA,1,59870945,60,0,White,1,0
22,2,43,1,0,0,-1,NA,1,35943075,45,1,White,1,0
19,1,40,1,0,1,1,College,7,36845546,NA,0,White,0,1
21,2,40,2,1,1,1,College,7,34795355,NA,1,Black,0,1
18,2,40,2,1,1,1,College,1,36393334,8,1,Black,1,1
22,2,40,2,1,1,1,College,1,34795355,8,1,Black,1,1
20,1,39,1,1,0,-1,NA,6,40854917,NA,0,White,0,0
18,2,39,1,1,0,-1,NA,7,42540970,NA,1,White,0,0
24,2,39,1,1,1,2,College,1,33969129,40,1,White,1,1
18,2,38,1,1,1,1,College,1,52527086,4,1,White,1,1
20,2,40,1,1,1,1,College,7,48373627,NA,1,White,0,1
23,1,39,1,1,0,-1,NA,1,44688981,40,0,White,1,0
18,2,39,2,1,1,1,College,7,28642327,NA,1,Black,0,1
22,1,39,2,0,0,-1,NA,4,62646899,NA,0,Black,0,0
19,1,40,1,0,1,1,College,7,50000287,NA,0,White,0,1
24,2,43,1,0,1,1,College,1,51753568,11,1,White,1,1
24,1,36,1,1,0,-1,NA,1,36230528,25,0,White,1,0
21,1,39,4,0,0,-1,NA,1,38222623,NA,0,Asian,1,0
21,1,39,1,0,0,-1,NA,1,55493092,50,0,White,1,0
24,2,43,2,0,1,1,College,1,45685785,20,1,Black,1,1
24,1,39,4,0,1,1,College,7,39087156,NA,0,Asian,0,1
21,1,39,1,1,0,-1,NA,1,43375759,40,0,White,1,0
19,2,42,1,1,1,1,College,1,43337874,14,1,White,1,1
18,2,40,1,1,1,2,College,1,48164979,12,1,White,1,1
18,1,39,1,1,0,-1,NA,4,50065242,NA,0,White,0,0
21,2,40,1,0,1,1,College,1,53731562,12,1,White,1,1
22,1,40,5,0,1,1,College,7,50673553,NA,0,Other,0,1
20,2,40,5,0,1,1,College,7,54400168,NA,1,Other,0,1
22,1,39,1,1,0,-1,NA,1,58175166,40,0,White,1,0
20,2,39,1,1,0,-1,NA,1,53197665,40,1,White,1,0
21,2,40,4,0,0,-1,NA,1,43284693,26,1,Asian,1,0
24,1,39,1,1,1,1,High school,7,45892977,NA,0,White,0,0
19,2,40,1,1,0,-1,NA,7,55390378,NA,1,White,0,0
22,1,43,1,1,0,-1,NA,1,41317950,32,0,White,1,0
24,2,43,4,0,0,-1,NA,1,32325185,40,1,Asian,1,0
23,1,40,4,0,1,1,College,7,41953784,NA,0,Asian,0,1
20,1,42,4,0,1,1,College,7,32408937,NA,0,Asian,0,1
21,1,40,1,0,1,1,College,1,55267430,5,0,White,1,1
24,2,39,1,1,0,-1,NA,1,49515544,40,1,White,1,0
22,2,39,2,0,1,1,College,1,73973943,40,1,Black,1,1
20,1,39,2,0,0,-1,NA,4,77022713,NA,0,Black,0,0
24,1,40,2,0,1,1,College,4,77022713,NA,0,Black,0,1
24,1,44,4,0,0,-1,NA,1,39404874,40,0,Asian,1,0
24,2,44,4,0,0,-1,NA,7,46498152,NA,1,Asian,0,0
22,2,43,1,0,0,-1,NA,1,50538560,40,1,White,1,0
18,2,39,1,0,1,1,College,4,59294449,NA,1,White,0,1
18,1,37,4,0,1,1,High school,7,34284900,NA,0,Asian,0,0
21,1,39,1,1,0,-1,NA,7,43728336,NA,0,White,0,0
19,1,39,1,1,0,-1,NA,7,46331764,NA,0,White,0,0
23,1,40,1,1,0,-1,NA,1,51728181,40,0,White,1,0
21,2,39,1,1,0,-1,NA,7,59551126,NA,1,White,0,0
19,2,40,1,1,1,1,College,1,44432748,15,1,White,1,1
18,1,40,1,0,1,1,College,1,50416856,8,0,White,1,1
19,2,39,6,0,0,-1,NA,1,59424094,NA,1,Other,1,0
18,2,39,6,0,0,-1,NA,4,59424094,NA,1,Other,0,0
20,2,39,1,1,0,-1,NA,1,65390113,40,1,White,1,0
22,1,39,1,1,0,-1,NA,1,56800128,40,0,White,1,0
20,1,40,1,1,0,-1,NA,7,41043910,NA,0,White,0,0
22,2,40,1,0,0,-1,NA,1,50561169,65,1,White,1,0
23,2,40,8,0,0,-1,NA,1,49963692,30,1,Other,1,0
20,1,37,1,0,1,1,High school,6,45796857,NA,0,White,0,0
18,2,40,1,0,1,1,College,7,55804129,NA,1,White,0,1
20,2,40,1,1,0,-1,NA,7,38809791,NA,1,White,0,0
19,2,40,1,0,1,1,College,7,41659212,NA,1,White,0,1
18,2,40,1,0,1,1,College,7,46299343,NA,1,White,0,1
21,2,39,1,1,0,-1,NA,2,44688859,35,1,White,1,0
19,1,39,1,1,1,1,High school,6,41981052,NA,0,White,0,0
24,1,39,1,0,0,-1,NA,6,55223548,NA,0,White,0,0
18,1,38,1,0,1,1,High school,7,48463114,NA,0,White,0,0
21,1,39,1,1,0,-1,NA,1,41043910,40,0,White,1,0
21,1,40,7,1,0,-1,NA,1,64839354,30,0,Other,1,0
20,1,40,4,0,1,1,College,1,44883782,15,0,Asian,1,1
20,1,40,8,0,1,1,College,4,64529063,NA,0,Other,0,1
21,1,41,1,1,1,1,College,7,43225844,NA,0,White,0,1
22,1,41,1,0,0,-1,NA,7,57819455,NA,0,White,0,0
20,2,42,1,0,1,1,College,7,52948421,NA,1,White,0,1
20,1,40,4,0,1,1,College,7,47368081,NA,0,Asian,0,1
19,2,40,1,1,0,-1,NA,7,58812463,NA,1,White,0,0
18,1,40,1,1,1,1,College,7,58855574,NA,0,White,0,1
21,2,40,1,1,1,1,College,1,61589878,3,1,White,1,1
24,2,39,1,1,0,-1,NA,1,42615090,40,1,White,1,0
20,1,40,1,0,1,1,College,1,50677355,16,0,White,1,1
19,1,39,1,0,0,-1,NA,1,46400443,40,0,White,1,0
18,2,40,1,0,1,1,College,7,61275722,NA,1,White,0,1
20,1,39,1,0,0,-1,NA,4,56827975,NA,0,White,0,0
19,1,40,1,0,1,1,College,7,50493784,NA,0,White,0,1
24,1,39,1,1,0,-1,NA,1,42900688,40,0,White,1,0
23,2,43,1,0,0,-1,NA,1,58198482,40,1,White,1,0
21,1,39,1,0,0,-1,NA,7,62369809,NA,0,White,0,0
19,1,39,1,0,0,-1,NA,7,52685480,NA,0,White,0,0
20,2,39,1,1,0,-1,NA,7,40935335,NA,1,White,0,0
20,2,39,1,0,0,-1,NA,7,51071576,NA,1,White,0,0
22,1,39,1,0,0,-1,NA,1,63308351,50,0,White,1,0
23,1,39,1,1,0,-1,NA,1,43225844,40,0,White,1,0
23,1,43,1,1,0,-1,NA,1,53278900,40,0,White,1,0
23,1,39,1,1,0,-1,NA,1,53278900,40,0,White,1,0
24,2,43,1,0,0,-1,NA,1,48875466,40,1,White,1,0
19,1,40,1,0,1,1,College,7,40088875,NA,0,White,0,1
22,1,40,1,0,1,2,College,7,43784023,NA,0,White,0,1
19,2,39,1,1,1,1,College,7,57826649,NA,1,White,0,1
22,1,39,1,0,0,-1,NA,1,37515600,40,0,White,1,0
22,2,39,1,1,0,-1,NA,1,33749295,30,1,White,1,0
20,1,39,1,0,0,-1,NA,1,37515600,40,0,White,1,0
24,1,43,1,0,0,-1,NA,1,37515600,50,0,White,1,0
21,2,40,1,0,1,1,College,1,38126835,NA,1,White,1,1
21,2,40,1,0,1,1,College,1,38126835,NA,1,White,1,1
22,2,40,1,0,1,1,College,1,38126835,NA,1,White,1,1
21,2,40,1,0,1,1,College,1,38126835,NA,1,White,1,1
22,1,40,1,0,1,1,College,1,40054114,NA,0,White,1,1
21,2,40,1,0,1,1,College,1,38126835,NA,1,White,1,1
21,2,40,1,0,1,1,College,1,38126835,NA,1,White,1,1
21,2,40,4,0,1,1,College,1,43246117,NA,1,Asian,1,1
21,2,40,4,0,1,1,College,1,43246117,NA,1,Asian,1,1
21,2,40,1,1,1,1,College,1,36032959,NA,1,White,1,1
21,1,40,1,0,1,1,College,1,49965031,20,0,White,1,1
21,1,40,1,0,1,1,College,1,49965031,8,0,White,1,1
21,1,40,1,0,1,1,College,1,49965031,15,0,White,1,1
23,1,40,1,0,0,-1,NA,1,39689131,40,0,White,1,0
23,1,40,1,0,1,2,College,7,39689131,NA,0,White,0,1
19,2,40,1,1,1,1,College,1,43103167,10,1,White,1,1
22,1,39,1,1,0,-1,NA,1,6114042,40,0,White,1,0
24,2,39,21,0,0,-1,NA,2,10487627,32,1,Other,1,0
18,2,39,4,0,0,-1,NA,1,8268070,30,1,Asian,1,0
24,2,39,4,1,0,-1,NA,6,10597978,NA,1,Asian,0,0
21,2,40,1,1,1,1,College,1,9325280,30,1,White,1,1
18,1,39,1,1,0,-1,NA,1,15433640,25,0,White,1,0
20,2,43,1,1,1,1,College,7,7365138,NA,1,White,0,1
24,2,41,19,0,0,-1,NA,1,11671899,40,1,Other,1,0
19,2,40,1,0,0,-1,NA,1,8737862,45,1,White,1,0
22,1,39,21,0,0,-1,NA,1,15442585,40,0,Other,1,0
20,2,39,15,0,0,-1,NA,7,15890965,NA,1,Other,0,0
19,1,40,7,0,1,2,College,1,13269356,24,0,Other,1,1
21,2,40,1,0,1,1,College,1,12315268,20,1,White,1,1
19,1,39,1,0,0,-1,NA,1,9240628,46,0,White,1,0
19,1,37,1,0,1,2,High school,1,9240628,50,0,White,1,0
23,1,39,1,0,0,-1,NA,1,11479604,40,0,White,1,0
21,1,40,1,0,1,2,College,1,11479604,40,0,White,1,1
20,2,39,1,1,0,-1,NA,1,13846331,40,1,White,1,0
21,1,39,1,0,0,-1,NA,1,9338736,40,0,White,1,0
18,2,39,1,0,0,-1,NA,1,12011351,20,1,White,1,0
20,2,40,1,1,0,-1,NA,1,9776272,36,1,White,1,0
19,2,39,1,1,0,-1,NA,1,12103002,40,1,White,1,0
18,2,37,1,0,1,1,High school,7,38005977,NA,1,White,0,0
24,2,40,1,0,0,-1,NA,1,41016695,20,1,White,1,0
18,2,40,1,0,1,1,College,1,52014967,9,1,White,1,1
19,2,39,1,0,1,1,College,1,47396080,20,1,White,1,1
21,2,40,1,0,1,1,College,1,45436993,10,1,White,1,1
23,1,40,1,0,1,1,College,7,40831746,NA,0,White,0,1
22,2,40,1,0,1,1,College,7,62834707,NA,1,White,0,1
24,2,43,4,0,0,-1,NA,1,52549496,40,1,Asian,1,0
21,2,40,1,1,1,2,College,1,54366239,25,1,White,1,1
22,2,43,1,0,0,-1,NA,4,66711752,NA,1,White,0,0
24,1,43,1,0,0,-1,NA,1,49903566,40,0,White,1,0
23,1,43,4,0,0,-1,NA,1,36559132,40,0,Asian,1,0
18,1,39,2,1,0,-1,NA,1,109121060,40,0,Black,1,0
22,1,40,1,0,1,1,College,7,40831746,NA,0,White,0,1
22,1,39,1,0,0,-1,NA,1,40831746,40,0,White,1,0
20,2,39,1,0,0,-1,NA,1,42796360,40,1,White,1,0
18,2,39,1,1,1,1,College,7,47442289,NA,1,White,0,1
21,1,40,1,0,1,1,College,1,44137582,4,0,White,1,1
18,2,39,1,0,1,1,College,7,47742568,NA,1,White,0,1
24,1,39,1,0,0,-1,NA,7,42333266,NA,0,White,0,0
24,2,40,6,0,1,1,College,2,45990804,NA,1,Other,1,1
22,1,40,6,0,1,1,College,7,70094328,NA,0,Other,0,1
22,1,40,1,0,1,1,College,7,44713974,NA,0,White,0,1
19,1,40,1,0,1,1,College,7,37771114,NA,0,White,0,1
24,1,43,1,0,0,-1,NA,1,47477057,35,0,White,1,0
21,1,40,1,0,1,1,College,4,47477057,NA,0,White,0,1
22,2,39,1,0,0,-1,NA,4,46469242,NA,1,White,0,0
20,2,40,1,1,1,1,College,1,48843828,16,1,White,1,1
19,2,40,1,1,1,1,College,1,46072248,12,1,White,1,1
22,2,39,1,0,0,-1,NA,1,45085486,40,1,White,1,0
22,1,39,1,1,0,-1,NA,1,48992551,40,0,White,1,0
21,2,39,1,1,0,-1,NA,1,50803122,25,1,White,1,0
24,2,39,1,1,0,-1,NA,1,69116022,6,1,White,1,0
21,1,43,1,0,0,-1,NA,1,51117468,40,0,White,1,0
22,1,42,1,0,1,2,College,1,39281865,25,0,White,1,1
18,2,37,1,0,1,1,High school,7,40388678,NA,1,White,0,0
21,1,43,1,0,0,-1,NA,1,35319740,40,0,White,1,0
19,1,40,1,0,1,1,College,1,34578571,20,0,White,1,1
21,1,39,1,0,0,-1,NA,1,25935692,55,0,White,1,0
20,2,40,1,0,0,-1,NA,1,28492641,40,1,White,1,0
23,1,41,1,0,0,-1,NA,2,33427389,39,0,White,1,0
18,1,39,1,0,0,-1,NA,1,24499722,50,0,White,1,0
22,1,43,1,0,1,1,College,1,22910898,20,0,White,1,1
23,1,44,4,0,1,1,College,1,27290667,20,0,Asian,1,1
23,2,45,2,0,1,1,College,1,26278295,20,1,Black,1,1
